id,name,id_movie
19834,Inside Track Films,395
19835,Charenton Productions Limited,395
76043,Revolution Sun Studios,395
508,Regency Enterprises,23398
711,Fox 2000 Pictures,23398
10930,Bagdasarian Productions,23398
4564,Icon Entertainment International,10590
53005,Wheelhouse Entertainment,10590
53006,Motion Picture Production GmbH & Co. Erste KG,10590
925,Nu Image Films,117263
10254,Millennium Films,117263
4,Paramount Pictures,200
5,Columbia Pictures,44943
333,Original Film,44943
7295,Relativity Media,44943
5,Columbia Pictures,587
80,The Zanuck Company,587
2721,Jinks/Cohen Company,587
8601,Tim Burton Productions,587
5,Columbia Pictures,10395
27,DreamWorks SKG,57212
56,Amblin Entertainment,57212
7294,Reliance Entertainment,57212
7383,"Kennedy/Marshall Company, The",57212
5,Columbia Pictures,152760
264,Studio Babelsberg,152760
711,Fox 2000 Pictures,152760
22695,Smokehouse Pictures,152760
24970,Obelisk Productions,152760
306,Twentieth Century Fox Film Corporation,2756
574,Lightstorm Entertainment,2756
1280,Pacific Western,2756
306,Twentieth Century Fox Film Corporation,33909
444,Dune Entertainment,33909
6332,Dune Entertainment III,33909
6455,Edward R. Pressman Film,33909
33,Universal Pictures,49017
923,Legendary Pictures,49017
3341,Fuji Television Network,49017
6452,Dentsu,49017
27551,Michael De Luca Productions,49017
306,Twentieth Century Fox Film Corporation,9882
13769,Lynda Obst Productions,9882
20634,"Bedford Falls Company, The",9882
4,Paramount Pictures,2270
289,Ingenious Film Partners,2270
435,Di Bonaventura Pictures,2270
5374,Marv Films,2270
23420,Vaughn Productions,2270
559,TriStar Pictures,978
1236,Mandalay Entertainment,978
57435,Applecross,978
57436,Reperage & Vanguard Films,978
23,Imagine Entertainment,44564
33,Universal Pictures,44564
158,Spyglass Entertainment,44564
2796,Wild West Picture Show Productions,44564
130,Jerry Bruckheimer Films,3132
9195,Touchstone Pictures,3132
11345,Stillking Films,3132
435,Di Bonaventura Pictures,8814
1512,John Wells Productions,8814
2539,Reaper Productions,8814
11345,Stillking Films,8814
19481,Babelsberg Film,8814
19922,Doom Productions,8814
19923,Distant Planet Productions,8814
441,Columbia Pictures Corporation,8427
126,Lakeshore Entertainment,52520
831,Saturn Films,52520
3287,Screen Gems,52520
7738,Sketch Films,52520
7740,UW4 Productions,52520
12,New Line Cinema,80585
2378,Offspring Entertainment,80585
8871,Corner Store Entertainment,80585
12139,Material Pictures,80585
496,David Foster Productions,10592
890,Cheyenne Enterprises,10592
8411,Metro-Goldwyn-Mayer (MGM),10592
21447,David Ladd Films,10592
972,Current Entertainment,49021
2729,Omnilab Media,49021
3427,Ambience Entertainment,49021
6408,International Traders,49021
10427,Open Road Films,49021
11369,Sighvatsson Films,49021
11371,Palomar Pictures (II),49021
11840,Film Victoria,49021
11841,Wales Creative IP Fund,49021
507,Atlas Entertainment,11535
657,Toho-Towa,11535
748,Mosaic Media Group,11535
1484,Yorktown Productions,11535
2216,Helkon Media AG,11535
8411,Metro-Goldwyn-Mayer (MGM),11535
1171,Epsilon Motion Pictures,10550
1403,Franchise Pictures,10550
2755,Dante Entertainment,10550
20033,Chris Lee Productions,10550
76491,SuperMega,10550
76492,MHF Erste Academy Film GmbH & Co. Produktions KG,10550
4,Paramount Pictures,11258
657,Toho-Towa,11258
762,Mutual Film Company,11258
1382,PolyGram Filmed Entertainment,11258
4650,Marubeni,11258
7237,Tele München Fernseh Produktionsgesellschaft (TMG),11258
23932,UGC PH,11258
48136,British Broadcasting Corporation (BBC) Television,11258
55474,Stargate Studios,11258
1156,Conundrum Entertainment,12610
2785,Warner Bros. Animation,12610
6194,Warner Bros.,12610
22135,Prana Animation Studios,59981
48471,Summertime Entertainment,59981
33,Universal Pictures,201088
675,Forward Pass,201088
923,Legendary Pictures,201088
4,Paramount Pictures,5137
804,Natural Nylon Entertainment,5137
1668,Riff Raff Film Productions,5137
4753,Filmauro,5137
10671,Blue Flower Productions,5137
10672,Brooklyn Films II,5137
763,Intermedia Films,3093
4169,Kanzaman,3093
7340,C-2 Pictures,3093
19116,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,3093
491,Summit Entertainment,107846
2995,Atmosphere Entertainment MM,107846
10405,Emmett/Furla Films,107846
11761,Mark Canton Productions,107846
31832,Envision Entertainment,107846
36212,Boies / Schiller Film Group,107846
46961,Knightsbridge Entertainment,107846
10254,Millennium Films,188207
4,Paramount Pictures,4614
2767,Mace Neufeld Productions,4614
21409,MFP Munich Film Partners GmbH & Company I. Produktions KG,4614
21410,S.O.A.F. Productions,4614
54502,Mel's Cite du Cinema,4614
491,Summit Entertainment,24021
4000,Maverick Films,24021
5218,Imprint Entertainment,24021
5219,Sunswept Entertainment,24021
12292,Temple Hill Entertainment,24021
4,Paramount Pictures,11371
551,Mandalay Pictures,11371
19552,Horseshoe Bay Productions,11371
33,Universal Pictures,20352
6704,Illumination Entertainment,20352
5,Columbia Pictures,11517
33,Universal Pictures,214756
8789,Fuzzy Door Productions,214756
13778,Bluegrass Films,214756
44783,Smart Entertainment,214756
86655,Media Rights Capital (MRC),214756
784,Himenóptero,26428
2674,Telecinco Cinema,26428
5444,Mod Producciones,26428
7636,Nimar Studios,26428
9335,Canal+ España,26428
9974,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA),26428
19927,Government of Malta,26428
33,Universal Pictures,9824
552,Dark Horse Entertainment,9824
2484,Golar Productions,9824
12,New Line Cinema,48988
1156,Conundrum Entertainment,48988
158,Spyglass Entertainment,9008
675,Forward Pass,9008
8758,Kaitz Productions,9008
8759,Mann/Roth Productions,9008
9195,Touchstone Pictures,9008
2,Walt Disney Pictures,300673
51164,Whitaker Entertainment,300673
77739,Bergsten Music,300673
78217,Red Hawk Entertainment,300673
1645,Scott Free Productions,12113
2609,De Line Pictures,12113
6194,Warner Bros.,12113
4,Paramount Pictures,38778
27,DreamWorks SKG,38778
158,Spyglass Entertainment,38778
2242,Everyman Pictures,38778
6733,Reliance BIG Entertainment,38778
11084,Parkes/MacDonald Productions,38778
306,Twentieth Century Fox Film Corporation,72331
1038,Bazelevs Production,72331
8601,Tim Burton Productions,72331
36430,Abraham Productions,72331
36431,Location Gourmet,72331
414,Fountainbridge Films,1844
508,Regency Enterprises,1844
306,Twentieth Century Fox Film Corporation,846
545,Ten Thirteen Productions,846
289,Ingenious Film Partners,9703
6370,Quinta Communications,9703
10308,Dino De Laurentiis Company,9703
16923,Zephyr Films,9703
4,Paramount Pictures,857
27,DreamWorks SKG,857
56,Amblin Entertainment,857
762,Mutual Film Company,857
11362,Mark Gordon Productions,857
27,DreamWorks SKG,136797
7294,Reliance Entertainment,136797
8403,Bandito Brothers,136797
9195,Touchstone Pictures,136797
34890,Electronic Arts,136797
76043,Revolution Sun Studios,136797
4,Paramount Pictures,3981
347,Centropolis Entertainment,3981
4564,Icon Entertainment International,3981
8116,Wind Dancer Productions,3981
306,Twentieth Century Fox Film Corporation,425
9383,Blue Sky Studios,425
11749,Twentieth Century Fox Animation,425
79,Village Roadshow Pictures,6171
97,Castle Rock Entertainment,6171
172,NPV Entertainment,6171
13040,Kasdan Pictures,6171
24939,WV Films II,6171
7,DreamWorks,72976
56,Amblin Entertainment,72976
306,Twentieth Century Fox Film Corporation,72976
444,Dune Entertainment,72976
862,The Kennedy/Marshall Company,72976
6735,Participant Media,72976
7294,Reliance Entertainment,72976
79,Village Roadshow Pictures,603
372,Groucho II Film Partnership,603
1885,Silver Pictures,603
6194,Warner Bros.,603
23,Imagine Entertainment,568
33,Universal Pictures,568
2,Walt Disney Pictures,9021
889,Outlaw Productions,9021
12626,Boxing Cat Films,9021
33,Universal Pictures,82695
7295,Relativity Media,82695
7923,CAMERON MACKINTOSH,82695
10163,Working Title Films,82695
6194,Warner Bros.,9489
5,Columbia Pictures,12133
748,Mosaic Media Group,12133
4740,Gary Sanchez Productions,12133
7295,Relativity Media,12133
10105,Apatow Productions,12133
56,Amblin Entertainment,9342
559,TriStar Pictures,9342
923,Legendary Pictures,41733
3527,Green Hat Films,41733
6194,Warner Bros.,41733
923,Legendary Pictures,227306
36390,3 Arts Entertainment,227306
39443,Jolie Pas,227306
79,Village Roadshow Pictures,5551
171,Malpaso Productions,5551
1757,Mad Chance,5551
6194,Warner Bros.,5551
10566,Clipsal Films,5551
76068,Digital Image Associates,5551
559,TriStar Pictures,9350
5358,Canal+,9350
14723,Carolco Pictures,9350
23246,RCS Video,9350
45728,Cliffhanger Productions,9350
45729,Pioneer,9350
306,Twentieth Century Fox Film Corporation,9208
456,WCG Entertainment Productions,9208
11362,Mark Gordon Productions,9208
2,Walt Disney Pictures,4244
4,Paramount Pictures,1852
215,Double Feature Films,1852
763,Intermedia Films,1852
20396,Kernos Filmproduktionsgesellschaft & Company,1852
5,Columbia Pictures,11820
497,Revolution Studios,11820
4,Paramount Pictures,76493
194,Hobby Films,345
195,Pole Star,345
385,Stanley Kubrick Productions,345
6194,Warner Bros.,345
5,Columbia Pictures,196867
7291,Olive Bridge Entertainment,196867
7431,Sony Pictures Entertainment (SPE),196867
12485,Overbrook Entertainment,196867
95063,Marcy Media,196867
21914,Kramer & Sigman Films,256591
41624,RatPac-Dune Entertainment,256591
47586,Zaftig Films,256591
444,Dune Entertainment,59962
907,Overbrook Films,59962
3929,Robert Simonds Productions,59962
12,New Line Cinema,36648
421,Amen Ra Films,36648
8851,Shawn Danielle Productions Ltd.,36648
11321,Imaginary Forces,36648
19551,Marvel Enterprises,36648
42209,Peter Frankfurt Productions,36648
60,United Artists,1880
774,Valkyrie Films,1880
33,Universal Pictures,9440
762,Mutual Film Company,9440
342,Davis-Films,71679
33,Universal Pictures,10483
44,Cruise/Wagner Productions,10483
248,Impact Pictures,10483
7295,Relativity Media,10483
7419,Scion Films,10483
28121,H2S2 Filmproduktionsgesellschaft,10483
12,New Line Cinema,11412
2980,Forge,11412
21920,The Steve Tisch Company,11412
97,Castle Rock Entertainment,11983
6194,Warner Bros.,11983
441,Columbia Pictures Corporation,6795
2550,Teitler Film,6795
11370,Michael De Luca Productions,6795
14718,Radar Pictures,6795
508,Regency Enterprises,550
711,Fox 2000 Pictures,550
20555,Taurus Film,550
54050,Linson Films,550
54051,Atman Entertainment,550
54052,Knickerbocker Films,550
923,Legendary Pictures,11170
3528,Thunder Road Pictures,11170
4022,Wonderland Sound and Vision,11170
6194,Warner Bros.,11170
559,TriStar Pictures,9292
1885,Silver Pictures,9292
4,Paramount Pictures,10783
694,StudioCanal,10783
126,Lakeshore Entertainment,100241
737,Sidney Kimmel Entertainment,100241
1632,Lionsgate,100241
13788,Hopscotch Films,100241
355,R.P. Productions,257
2979,ETIC Films,257
6732,Runteam III Ltd.,257
306,Twentieth Century Fox Film Corporation,9947
508,Regency Enterprises,9947
1171,Epsilon Motion Pictures,9947
10104,New Regency Pictures,9947
19551,Marvel Enterprises,9947
19552,Horseshoe Bay Productions,9947
19553,Elektra Productions,9947
19554,SAI Productions,9947
14,Miramax Films,189
10807,Troublemaker Studios,189
11005,AR Films,189
11006,Aldamisa Entertainment,189
13241,Demarest Films,189
29076,Solipsist Film,189
41658,Residaco,189
5,Columbia Pictures,12618
33,Universal Pictures,253412
10163,Working Title Films,253412
10221,Walden Media,253412
10246,Cross Creek Pictures,253412
40106,Free State Pictures,253412
62693,RVK Studios,253412
342,Davis-Films,1427
753,Nouvelles Éditions de Films (NEF),1427
1208,Rising Star,1427
2116,VIP Medienfonds 4,1427
2875,Ikiru Films,1427
5755,Constantin Film Produktion,1427
7956,Castelao Producciones,1427
12,New Line Cinema,818
595,Eric's Boy,818
598,Team Todd,818
15888,Moving Pictures,818
52943,Gratitude International,818
308,The Weinstein Company,16577
491,Summit Entertainment,16577
3196,Tezuka Production Company Ltd.,16577
3463,Imagi Animation Studios,16577
33,Universal Pictures,329
56,Amblin Entertainment,329
335,Tig Productions,12160
6194,Warner Bros.,12160
13040,Kasdan Pictures,12160
24217,Paragon Entertainment Corp.,12160
4,Paramount Pictures,9331
2767,Mace Neufeld Productions,9331
3407,Shanghai Film Group,300168
19658,Jackie & JJ Production,300168
36958,Sparkle Roll Media,300168
39649,Huayi Brothers Media,300168
69484,Alibaba Pictures Group,300168
74456,Home Media & Entertainment Fund,300168
74457,Tencent Video,300168
74458,China Film & TV Capital,300168
74459,Visualizer Film Company,300168
497,Revolution Studios,9072
1608,Wayans Bros. Entertainment,9072
33,Universal Pictures,3536
104,Canal Plus,3536
10308,Dino De Laurentiis Company,3536
5,Columbia Pictures,9087
97,Castle Rock Entertainment,9087
4,Paramount Pictures,12177
11843,Goldcrest Pictures,12177
15742,Internationale Filmproduktion,12177
1403,Franchise Pictures,12138
6194,Warner Bros.,12138
10210,Morgan Creek Productions,12138
215,Double Feature Films,273248
308,The Weinstein Company,273248
1811,FilmColony,273248
7,DreamWorks,9955
33,Universal Pictures,50359
6704,Illumination Entertainment,50359
449,Virtual Studios,1271
923,Legendary Pictures,1271
2994,Hollywood Gang Productions,1271
2995,Atmosphere Entertainment MM,1271
6194,Warner Bros.,1271
7636,Nimar Studios,1271
78685,Cruel and Unusual Films,1271
27,DreamWorks SKG,693
33,Universal Pictures,693
2242,Everyman Pictures,693
11391,Tribeca Productions,693
5219,Sunswept Entertainment,14306
6332,Dune Entertainment III,14306
97,Castle Rock Entertainment,497
3982,Darkwoods Productions,497
6194,Warner Bros.,497
6354,Wild Hogs Productions,11199
9195,Touchstone Pictures,11199
2,Walt Disney Pictures,9982
10217,Walt Disney Feature Animation,9982
306,Twentieth Century Fox Film Corporation,210577
508,Regency Enterprises,210577
10104,New Regency Pictures,210577
15829,Pacific Standard,210577
22213,TSG Entertainment,210577
60682,Artemple - Hollywood,210577
33,Universal Pictures,2501
7383,"Kennedy/Marshall Company, The",2501
7384,Hypnotic,2501
7385,Kalima Productions GmbH & Co. KG,2501
11345,Stillking Films,2501
60,United Artists,710
7576,Eon Productions,710
4,Paramount Pictures,2275
21409,MFP Munich Film Partners GmbH & Company I. Produktions KG,2275
25358,Krane Entertainment,2275
38005,Neufeld Rehme Productions,2275
4,Paramount Pictures,37165
258,Scott Rudin Productions,37165
27,DreamWorks SKG,9837
521,DreamWorks Animation,9837
5,Columbia Pictures,10708
497,Revolution Studios,10708
1302,Davis Entertainment,10708
13,Universal Studios,136400
2527,Marc Platt Productions,136400
10405,Emmett/Furla Films,136400
11030,Envision Entertainment Corporation,136400
79,Village Roadshow Pictures,10992
172,NPV Entertainment,10992
1757,Mad Chance,10992
3169,Zide-Perry Productions,10992
6194,Warner Bros.,10992
6363,BenderSpink,10992
2609,De Line Pictures,9654
10163,Working Title Films,9654
79,Village Roadshow Pictures,2642
97,Castle Rock Entertainment,2642
172,NPV Entertainment,2642
4258,Fortis Films,2642
27,DreamWorks SKG,8916
520,Pacific Data Images (PDI),8916
521,DreamWorks Animation,8916
33,Universal Pictures,19899
2796,Wild West Picture Show Productions,19899
4403,Stuber Productions,19899
7295,Relativity Media,19899
4,Paramount Pictures,2119
10288,Don Simpson/Jerry Bruckheimer Films,2119
306,Twentieth Century Fox Film Corporation,9641
2575,21 Laps Entertainment,9641
87840,Dozen Canada Productions,9641
3672,Gotham Group,294254
12292,Temple Hill Entertainment,294254
22213,TSG Entertainment,294254
5,Columbia Pictures,38167
2455,Red Om Films,38167
45778,Plan B Entertainment,38167
33,Universal Pictures,5994
429,DC Comics,39514
435,Di Bonaventura Pictures,39514
491,Summit Entertainment,39514
9993,DC Entertainment,39514
431,Donners' Company,9563
4198,Ixtlan,9563
6194,Warner Bros.,9563
316,Wildwood Enterprises,547
9195,Touchstone Pictures,547
4,Paramount Pictures,1538
27,DreamWorks SKG,1538
11084,Parkes/MacDonald Productions,1538
11463,Edge City,1538
33,Universal Pictures,9334
7385,Kalima Productions GmbH & Co. KG,9334
7588,World Wrestling Entertainment (WWE),9334
11462,Alphaville Films,9334
877,Casey Silver Productions,11128
919,Beacon Communications,11128
9195,Touchstone Pictures,11128
10157,Beacon Pictures,11128
53987,Fantail Films Inc.,11128
4,Paramount Pictures,75780
762,Mutual Film Company,75780
6277,Skydance Productions,75780
21777,TC Productions,75780
79,Village Roadshow Pictures,8914
6194,Warner Bros.,8914
28438,Riche-Ludwig Productions,8914
28439,Groucho III Film Partnership,8914
5,Columbia Pictures,13576
215,Double Feature Films,39538
508,Regency Enterprises,39538
6194,Warner Bros.,39538
6735,Participant Media,39538
6736,Imagenation Abu Dhabi FZ,39538
97,Castle Rock Entertainment,10628
130,Jerry Bruckheimer Films,10628
6194,Warner Bros.,10628
10146,Focus Features,14836
11537,Laika Entertainment,14836
158,Spyglass Entertainment,8645
306,Twentieth Century Fox Film Corporation,8645
444,Dune Entertainment,8645
2320,UTV Motion Pictures,8645
12236,Blinding Edge Pictures,8645
508,Regency Enterprises,9509
711,Fox 2000 Pictures,9509
1171,Epsilon Motion Pictures,9509
1645,Scott Free Productions,9509
10104,New Regency Pictures,9509
2,Walt Disney Pictures,10067
10227,Mandeville Films,10067
12626,Boxing Cat Films,10067
433,Weed Road Pictures,9384
6194,Warner Bros.,9384
7405,Dimension Films,9384
12178,Red Hour Films,9384
53610,AR-TL,9384
306,Twentieth Century Fox Film Corporation,9279
436,1492 Pictures,9279
497,Revolution Studios,1487
552,Dark Horse Entertainment,1487
840,Lawrence Gordon Productions,1487
21497,Starlite Films,1487
4,Paramount Pictures,9422
316,Wildwood Enterprises,9422
9195,Touchstone Pictures,9422
10146,Focus Features,77174
11537,Laika Entertainment,77174
33,Universal Pictures,4824
657,Toho-Towa,4824
762,Mutual Film Company,4824
4650,Marubeni,4824
7237,Tele München Fernseh Produktionsgesellschaft (TMG),4824
11462,Alphaville Films,4824
15278,British Broadcasting Corporation (BBC),4824
23932,UGC PH,4824
54502,Mel's Cite du Cinema,4824
4,Paramount Pictures,9620
27,DreamWorks SKG,9620
1302,Davis Entertainment,9620
2812,Lion Rock Productions,9620
11567,Province of British Columbia Film Incentive BC,9620
22536,Solomon/Hackett Productions,9620
1504,Cinergi Pictures Entertainment,9302
9195,Touchstone Pictures,9302
1163,Larger Than Life Productions,10199
27,DreamWorks SKG,10771
49325,Parkes+MacDonald Image Nation,10771
67173,Blue Train Productions,10771
508,Regency Enterprises,3512
6194,Warner Bros.,3512
17825,Seagal/Nasso Productions,3512
21480,Victor Company of Japan (JVC),3512
63906,Cutting Edge Films,3512
4,Paramount Pictures,137094
435,Di Bonaventura Pictures,137094
2767,Mace Neufeld Productions,137094
6277,Skydance Productions,137094
9341,Etalon film,137094
11250,Buckaroo Entertainment,137094
711,Fox 2000 Pictures,274479
1302,Davis Entertainment,274479
13184,Annapurna Pictures,274479
22213,TSG Entertainment,274479
10254,Millennium Films,267860
73045,LHF Film,267860
73046,Gerard Butler Alan Siegel Entertainment,267860
74795,Nu Boyana Film Studios,267860
306,Twentieth Century Fox Film Corporation,8078
19747,Brandywine Productions,8078
4,Paramount Pictures,7485
435,Di Bonaventura Pictures,7485
57421,Grosvenor Park Impact Productions,7485
11537,Laika Entertainment,170687
79,Village Roadshow Pictures,6435
813,DiNovi Pictures,6435
4258,Fortis Films,6435
6194,Warner Bros.,6435
55474,Stargate Studios,6435
79,Village Roadshow Pictures,137106
429,DC Comics,137106
829,Vertigo Entertainment,137106
2723,Lin Pictures,137106
2785,Warner Bros. Animation,137106
4081,LEGO,137106
6194,Warner Bros.,137106
8089,Animal Logic,137106
25120,Warner Animation Group,137106
41624,RatPac-Dune Entertainment,137106
79,Village Roadshow Pictures,10040
97,Castle Rock Entertainment,10040
4258,Fortis Films,10040
80,The Zanuck Company,6278
158,Spyglass Entertainment,6278
7692,World 2000 Entertainment,6278
9195,Touchstone Pictures,6278
22902,Tripod Entertainment,6278
79,Village Roadshow Pictures,82682
2723,Lin Pictures,82682
6194,Warner Bros.,82682
8057,Langley Park Production,82682
5,Columbia Pictures,17610
7433,Ocean Pictures,17610
10105,Apatow Productions,17610
158,Spyglass Entertainment,22954
171,Malpaso Productions,22954
906,Revelations Entertainment,22954
2767,Mace Neufeld Productions,22954
6194,Warner Bros.,22954
76466,Liberty Pictures (II),22954
33,Universal Pictures,16995
694,StudioCanal,16995
1683,Andell Entertainment,16995
7295,Relativity Media,16995
10163,Working Title Films,16995
33,Universal Pictures,16558
5163,Laura Bickford Productions,16558
7295,Relativity Media,16558
27317,Medienproduktion Poseidon Filmgesellschaft,16558
2,Walt Disney Pictures,9849
306,Twentieth Century Fox Film Corporation,5820
444,Dune Entertainment,5820
445,Major Studio Partners,5820
508,Regency Enterprises,5820
1171,Epsilon Motion Pictures,5820
10104,New Regency Pictures,5820
28537,Sentinel Productions,5820
33433,Furthur Films,5820
559,TriStar Pictures,16866
5653,Ilion Animation Studios,16866
12297,Hand Made Films,16866
4,Paramount Pictures,201
23,Imagine Entertainment,11775
33,Universal Pictures,11775
2092,Mike Zoss Productions,11775
6556,Alphaville Productions,11775
171,Malpaso Productions,87825
6194,Warner Bros.,87825
152,Icon Productions,12201
288,BBC Films,12201
3281,GK Films,12201
6194,Warner Bros.,12201
4,Paramount Pictures,11015
33,Universal Pictures,11015
657,Toho-Towa,11015
762,Mutual Film Company,11015
1280,Pacific Western,11015
1382,PolyGram Filmed Entertainment,11015
4650,Marubeni,11015
7237,Tele München Fernseh Produktionsgesellschaft (TMG),11015
15278,British Broadcasting Corporation (BBC),11015
79,Village Roadshow Pictures,9932
172,NPV Entertainment,9932
6194,Warner Bros.,9932
11391,Tribeca Productions,9932
14719,Baltimore Spring Creek Pictures,9932
48638,Face Productions,9932
2053,Grosvenor Park Media Ltd.,13389
2831,InVenture Entertainment,13389
10254,Millennium Films,13389
10405,Emmett/Furla Films,13389
21543,Nu-Image Films,13389
23,Imagine Entertainment,8838
33,Universal Pictures,8838
7,DreamWorks,17332
33,Universal Pictures,17332
694,StudioCanal,17332
6735,Participant Media,17332
8299,Krasnoff Foster Productions,17332
10163,Working Title Films,17332
27,DreamWorks SKG,4958
306,Twentieth Century Fox Film Corporation,4958
316,Wildwood Enterprises,4958
1171,Epsilon Motion Pictures,4958
1755,Allied Filmmakers,4958
5,Columbia Pictures,786
485,Vinyl Films,786
7293,DreamWorks Pictures,786
306,Twentieth Century Fox Film Corporation,9513
444,Dune Entertainment,9513
1302,Davis Entertainment,9513
333,Original Film,11679
441,Columbia Pictures Corporation,11679
497,Revolution Studios,11679
3287,Screen Gems,38321
8931,Stars Road Entertainment,38321
11250,Buckaroo Entertainment,38321
11370,Michael De Luca Productions,38321
22641,TOKYOPOP,38321
521,DreamWorks Animation,14411
4,Paramount Pictures,8413
248,Impact Pictures,8413
2484,Golar Productions,8413
33,Universal Pictures,10052
158,Spyglass Entertainment,10052
159,Shady Acres Entertainment,10052
2605,Gran Via Productions,10052
7385,Kalima Productions GmbH & Co. KG,10052
20352,NDE Productions,10052
33,Universal Pictures,9676
342,Davis-Films,9676
2982,Signature Pictures,9676
4700,Linson Entertainment,9676
8769,Art Linson Productions,9676
10254,Millennium Films,9676
10885,Equity Pictures Medienfonds GmbH & Co. KG III,9676
22443,Nu Image Entertainment GmbH,9676
289,Ingenious Film Partners,9664
3241,Electric Entertainment,9664
6277,Skydance Productions,9664
6362,Flyboys Films,9664
27,DreamWorks SKG,2100
60,United Artists,10384
8411,Metro-Goldwyn-Mayer (MGM),10384
20375,Hammerhead Productions,10384
23587,Screenland Pictures,10384
79,Village Roadshow Pictures,137321
433,Weed Road Pictures,137321
6194,Warner Bros.,137321
5755,Constantin Film Produktion,123553
22656,Don Carmody Productions,123553
60746,Unique Features,123553
60747,Mr. Smith Productions,123553
306,Twentieth Century Fox Film Corporation,11260
444,Dune Entertainment,11260
508,Regency Enterprises,11260
2645,Guy Walks into a Bar Productions,11260
2646,Deep River Productions,11260
81136,Friendly Films (II),11260
829,Vertigo Entertainment,9009
9195,Touchstone Pictures,9009
49696,Post No Bills Films,9009
49697,Pandemonium Productions,9009
23,Imagine Entertainment,11374
33,Universal Pictures,11374
12,New Line Cinema,2309
20360,Internationale Filmproduktion Blackbird Erste,2309
429,DC Comics,8285
1632,Lionsgate,8285
3263,Odd Lot Entertainment,8285
5627,Media Magik Entertainment,8285
7375,Dark Lot Entertainment,8285
7376,Continental Entertainment Group (CEG),8285
1632,Lionsgate,210860
1757,Mad Chance,210860
36209,OddLot Entertainment,210860
39649,Huayi Brothers Media,210860
1062,Boll Kino Beteiligungs GmbH & Co. KG,2312
1063,Brightlight Pictures,2312
1064,Herold Productions,2312
551,Mandalay Pictures,9839
5521,CP Medien AG,9839
11728,Camelot Pictures,9839
26107,Networxx - Film Management,9839
54502,Mel's Cite du Cinema,9839
9175,Filmko Pictures,381902
2253,Lawrence Bender Productions,13922
12552,Marty Katz Productions,13922
306,Twentieth Century Fox Film Corporation,293660
7505,Marvel Entertainment,293660
11307,The Donners' Company,293660
22213,TSG Entertainment,293660
78091,Kinberg Genre,293660
175,Caravan Pictures,9713
9195,Touchstone Pictures,9713
79,Village Roadshow Pictures,190859
171,Malpaso Productions,190859
6194,Warner Bros.,190859
41624,RatPac-Dune Entertainment,190859
57408,Mad Chance Productions,190859
57409,22 & Indiana Pictures,190859
5,Columbia Pictures,257445
79,Village Roadshow Pictures,257445
333,Original Film,257445
2251,Sony Pictures Animation,257445
7431,Sony Pictures Entertainment (SPE),257445
30246,Scholastic Entertainment,257445
34034,LStar Capital,257445
27,DreamWorks SKG,9007
135,UIP,9007
384,MacDonald/Parkes Productions,9007
33,Universal Pictures,889
56,Amblin Entertainment,889
559,TriStar Pictures,1370
14723,Carolco Pictures,1370
33,Universal Pictures,4942
877,Casey Silver Productions,4942
19507,Outlaw Productions (I),4942
22695,Smokehouse Pictures,4942
2608,Happy Madison Productions,347969
5,Columbia Pictures,24438
97,Castle Rock Entertainment,24438
7295,Relativity Media,24438
45726,Banter,24438
306,Twentieth Century Fox Film Corporation,116741
508,Regency Enterprises,116741
2575,21 Laps Entertainment,116741
2796,Wild West Picture Show Productions,116741
22213,TSG Entertainment,116741
248,Impact Pictures,35791
342,Davis-Films,35791
5755,Constantin Film Produktion,35791
1,Lucasfilm,72431
306,Twentieth Century Fox Film Corporation,72431
22883,Partnership Pictures,72431
508,Regency Enterprises,1813
676,Monarchy Enterprises B.V.,1813
824,Kopelson Entertainment,1813
6194,Warner Bros.,1813
10104,New Regency Pictures,1813
20555,Taurus Film,1813
5,Columbia Pictures,87428
2608,Happy Madison Productions,87428
7295,Relativity Media,87428
33,Universal Pictures,8840
12,New Line Cinema,10589
1836,Contrafilm,10589
1838,Firm Films,10589
5,Columbia Pictures,71676
6736,Imagenation Abu Dhabi FZ,71676
7505,Marvel Entertainment,71676
11106,Marvel Knights,71676
13816,Hyde Park Entertainment,71676
20241,Crystal Sky Pictures,71676
27551,Michael De Luca Productions,71676
14,Miramax Films,1722
33,Universal Pictures,1722
2,Walt Disney Pictures,10022
158,Spyglass Entertainment,10022
8411,Metro-Goldwyn-Mayer (MGM),11358
10227,Mandeville Films,11358
10339,WWE Studios,11358
13816,Hyde Park Entertainment,11358
23938,Burke/Samples/Foster Productions,11358
23940,Cub Eight Productions,11358
4,Paramount Pictures,13
444,Dune Entertainment,6477
508,Regency Enterprises,6477
711,Fox 2000 Pictures,6477
10930,Bagdasarian Productions,6477
27,DreamWorks SKG,1597
33,Universal Pictures,1597
11391,Tribeca Productions,1597
41248,Nancy Tenenbaum Films,1597
2,Walt Disney Pictures,10530
10217,Walt Disney Feature Animation,10530
6194,Warner Bros.,1924
51861,Dovemead Films,1924
51862,Film Export A.G.,1924
23,Imagine Entertainment,9327
33,Universal Pictures,9327
441,Columbia Pictures Corporation,8488
12485,Overbrook Entertainment,8488
2,Walt Disney Pictures,10603
10227,Mandeville Films,10603
33,Universal Pictures,8273
3169,Zide-Perry Productions,8273
7161,LivePlanet,8273
52942,Loumolo & Co.,8273
