spese,homepage,id,lingua,title,popolarità,data uscita,incassi,durata
90000000,,9008,en,The Insider,26.153669,1999-10-28,60289912,157.0
80000000,https://www.facebook.com/thefinesthoursmovie,300673,en,The Finest Hours,28.223664000000003,2016-01-25,52099090,114.0
70000000,http://wwws.warnerbros.co.uk/bodyoflies/,12113,en,Body of Lies,37.507135999999996,2008-10-10,113280098,128.0
69000000,http://www.dinnerforschmucks.com/,38778,en,Dinner for Schmucks,11.023691,2010-07-30,86387857,114.0
69000000,,72331,en,Abraham Lincoln: Vampire Hunter,38.634767,2012-06-20,112265139,94.0
66000000,http://www.foxmovies.com.au/entrapment,1844,en,Entrapment,25.877794,1999-04-29,212404396,112.0
66000000,,846,en,The X Files,18.59991,1998-06-19,189198313,121.0
67000000,,9703,en,The Last Legion,12.282911,2007-04-19,25303038,102.0
70000000,,857,en,Saving Private Ryan,76.04186700000001,1998-07-24,481840909,169.0
66000000,,136797,en,Need for Speed,54.814890000000005,2014-03-13,203277636,130.0
70000000,,3981,en,What Women Want,31.39165,2000-12-15,374111707,127.0
59000000,http://www.iceagemovies.com/films/ice-age,425,en,Ice Age,99.561972,2002-03-10,383257136,81.0
68000000,http://dreamcatchermovie.warnerbros.com/,6171,en,Dreamcatcher,26.792794,2003-03-21,75715436,136.0
65000000,,72976,en,Lincoln,36.307296,2012-11-09,275293450,149.0
63000000,http://www.warnerbros.com/matrix,603,en,The Matrix,104.309993,1999-03-30,463517383,136.0
52000000,,568,en,Apollo 13,68.140214,1995-06-30,355237933,140.0
65000000,,9021,en,The Santa Clause 2,14.646884,2002-10-31,172855065,104.0
61000000,http://www.lesmiserablesfilm.com,82695,en,Les Misérables,48.356214,2012-12-18,441809770,157.0
65000000,http://youvegotmail.warnerbros.com,9489,en,You've Got Mail,28.540267,1998-12-17,250821495,119.0
65000000,,12133,en,Step Brothers,22.977983,2008-07-25,128107642,98.0
95000000,,9342,en,The Mask of Zorro,31.086790999999998,1998-07-16,250288523,136.0
65000000,http://duedatemovie.warnerbros.com/,41733,en,Due Date,43.865294,2010-11-04,211780824,95.0
65000000,http://www.unbrokenfilm.com/,227306,en,Unbroken,43.055253,2014-12-25,163442937,137.0
65000000,http://movies.warnerbros.com/spacecowboys/index.html,5551,en,Space Cowboys,15.772081,2000-07-31,128884132,130.0
70000000,,9350,en,Cliffhanger,26.199089999999998,1993-05-28,255000211,112.0
50000000,,9208,en,Broken Arrow,22.769108,1996-02-09,150270147,108.0
65000000,http://movies.disney.com/the-kid,4244,en,The Kid,18.281798000000002,2000-07-07,69700000,104.0
63000000,,1852,en,World Trade Center,24.697533,2006-08-09,162945894,128.0
65000000,,11820,en,Mona Lisa Smile,19.718544,2003-12-19,0,117.0
65000000,http://www.dictatorthemovie.com/,76493,en,The Dictator,31.349142999999998,2012-05-15,179379533,83.0
65000000,http://eyeswideshut.warnerbros.com/,345,en,Eyes Wide Shut,27.870312,1999-07-14,162091208,159.0
65000000,,196867,en,Annie,33.439187,2014-12-19,133821816,119.0
50100000,http://focusmovie.com/,256591,en,Focus,59.634029000000005,2015-02-25,153962963,105.0
65000000,http://www.thismeanswarmovie.com/,59962,en,This Means War,38.994296999999996,2012-02-14,156974557,103.0
65000000,http://www.warnerbros.com/blade-trinity,36648,en,Blade: Trinity,49.660055,2004-12-08,128905366,123.0
4200000,,1880,en,Red Dawn,11.743085,1984-08-10,38376497,114.0
65000000,,9440,en,Primary Colors,9.110247,1998-03-20,0,143.0
65000000,http://www.residentevil-movie.com/site/,71679,en,Resident Evil: Retribution,6.227675,2012-09-12,240159255,95.0
45000000,http://www.deathracemovie.net/,10483,en,Death Race,42.57877,2008-08-22,73762516,105.0
65000000,,11412,en,The Long Kiss Goodnight,15.858629,1996-10-11,89456761,120.0
65000000,,11983,en,Proof of Life,14.866901,2000-12-08,0,135.0
65000000,,6795,en,Zathura: A Space Adventure,15.194239000000001,2005-11-06,64321501,101.0
63000000,http://www.foxmovies.com/movies/fight-club,550,en,Fight Club,146.75739099999998,1999-10-15,100853753,139.0
65000000,,11170,en,We Are Marshall,8.629665,2006-12-12,43545364,124.0
65000000,,9292,en,Hudson Hawk,16.803457,1991-05-23,17218080,100.0
65000000,,10783,en,Lucky Numbers,2.952595,2000-10-27,0,105.0
65000000,http://www.ifrankensteinfilm.com,100241,en,"I, Frankenstein",31.324734000000003,2014-01-22,71154592,92.0
50000000,http://www.olivertwistthemovie.co.uk/,257,en,Oliver Twist,20.415572,2005-09-23,42093706,130.0
43000000,http://marvel.com/movies/movie/13/elektra,9947,en,Elektra,28.613892,2005-01-13,56681566,97.0
65000000,http://sincity-2.com/,189,en,Sin City: A Dame to Kill For,85.428395,2014-08-20,39407616,102.0
64000000,,12618,en,Random Hearts,4.137237,1999-10-08,74608570,133.0
55000000,http://www.everestmovie.com/,253412,en,Everest,60.246978000000006,2015-09-10,203427584,121.0
50000000,http://www.parfum.film.de/,1427,en,Perfume: The Story of a Murderer,42.551902,2006-09-13,132180323,147.0
63000000,http://www.austinpowers.com/,818,en,Austin Powers in Goldmember,40.137264,2002-07-26,296655431,94.0
65000000,http://www.astroboy-themovie.com/,16577,en,Astro Boy,24.857079000000002,2009-10-15,44091067,94.0
63000000,http://www.jurassicpark.com/,329,en,Jurassic Park,40.413191,1993-06-11,920100000,127.0
63000000,,12160,en,Wyatt Earp,13.859307000000001,1994-06-24,25052000,191.0
62000000,,9331,en,Clear and Present Danger,18.832470999999998,1994-08-03,215887717,141.0
65000000,,300168,zh,天將雄師,9.568883999999999,2015-02-19,121545703,127.0
64000000,http://www.littleman-movie.com/,9072,en,Little Man,12.421503999999999,2006-08-31,101595121,98.0
62000000,http://www.u-571.com/,3536,en,U-571,18.096884,2000-04-20,127666415,116.0
62000000,,9087,en,The American President,11.056763,1995-11-17,107879496,106.0
62000000,http://www.lovegurumovie.com/,12177,en,The Love Guru,13.218008,2008-06-20,41819064,87.0
62000000,,12138,en,3000 Miles to Graceland,11.262655,2001-02-23,18720175,125.0
44000000,http://thehatefuleight.com/,273248,en,The Hateful Eight,68.717016,2015-12-25,155760117,167.0
53000000,,9955,en,Blades of Glory,19.412028,2007-03-30,0,93.0
63000000,http://www.iwantcandy.com/,50359,en,Hop,16.791058,2011-03-30,183953723,95.0
65000000,http://300themovie.warnerbros.com,1271,en,300,65.197968,2006-12-09,422610419,117.0
80000000,http://www.meetthefockers.com/index.php,693,en,Meet the Fockers,32.829538,2004-12-22,516642939,115.0
60000000,http://marleyandmemovie.com/,14306,en,Marley & Me,30.951203000000003,2008-12-25,244082376,115.0
60000000,http://thegreenmile.warnerbros.com/,497,en,The Green Mile,103.698022,1999-12-10,284600000,189.0
0,http://video.movies.go.com/wildhogs/,11199,en,Wild Hogs,31.719463,2007-03-02,253625427,100.0
150000000,http://movies.disney.com/chicken-little,9982,en,Chicken Little,47.973995,2005-11-04,314432665,81.0
61000000,http://www.gonegirlmovie.com/,210577,en,Gone Girl,143.041543,2014-10-01,369330363,145.0
60000000,http://www.universalstudiosentertainment.com/the-bourne-identity/,2501,en,The Bourne Identity,86.47681700000001,2002-06-14,214034224,119.0
58000000,http://www.mgm.com/view/movie/757/Goldeneye/,710,en,GoldenEye,59.824565,1995-11-16,352194034,130.0
60000000,,2275,en,The General's Daughter,18.345613,1999-06-18,149705852,116.0
60000000,,37165,en,The Truman Show,56.488027,1998-06-04,264118201,103.0
70000000,,9837,en,The Prince of Egypt,29.464852,1998-12-15,218613188,99.0
60000000,,10708,en,Daddy Day Care,18.106021,2003-05-03,164433867,92.0
61000000,http://www.2guns.net/,136400,en,2 Guns,42.881415000000004,2013-08-02,131940411,109.0
60000000,http://catsanddogsmovie.warnerbros.com/cmp/main.html,10992,en,Cats & Dogs,18.735024,2001-07-04,93375151,87.0
60000000,http://www.italianjobmovie.com/,9654,en,The Italian Job,62.766854,2003-05-30,176070171,110.0
60000000,,2642,en,Two Weeks Notice,24.153567000000002,2002-12-19,93354918,101.0
60000000,,8916,en,Antz,41.515702000000005,1998-10-02,171757863,83.0
70000000,http://www.couplesretreatmovie.com/,19899,en,Couples Retreat,26.676486999999998,2009-09-19,171844840,113.0
60000000,,2119,en,Days of Thunder,16.278022,1990-06-27,157920733,107.0
60000000,,9641,en,Cheaper by the Dozen 2,18.831023000000002,2005-12-21,129181830,94.0
61000000,http://mazerunnermovies.com,294254,en,Maze Runner: The Scorch Trials,113.161483,2015-09-09,311256926,132.0
60000000,http://www.sonypictures.com/movies/eatpraylove/,38167,en,Eat Pray Love,28.800112,2010-08-12,204594016,133.0
60000000,,5994,en,The Family Man,19.705489,2000-12-12,0,125.0
58000000,,39514,en,RED,41.430245,2010-10-13,71664962,111.0
55000000,,9563,en,Any Given Sunday,23.127561,1999-12-16,100230832,163.0
60000000,,547,en,The Horse Whisperer,12.867352,1998-05-14,186883563,170.0
65000000,,1538,en,Collateral,44.815022,2004-08-04,217764291,120.0
60000000,http://www.the-scorpion-king.com/,9334,en,The Scorpion King,37.537093,2002-04-16,165333180,92.0
60000000,,11128,en,Ladder 49,10.99991,2004-10-01,74541707,115.0
60000000,http://www.jackreachermovie.com/,75780,en,Jack Reacher,56.868399,2012-12-20,218340595,130.0
60000000,,8914,en,Deep Blue Sea,22.991269,1999-07-28,73648228,105.0
60000000,http://www.thisisit-movie.com,13576,en,Michael Jackson's This Is It,15.798622,2009-10-28,0,111.0
60000000,http://contagionmovie.warnerbros.com/,39538,en,Contagion,38.820858,2011-09-08,137551594,106.0
0,,10628,en,Kangaroo Jack,10.292864,2003-01-17,0,89.0
60000000,http://coraline.com/,14836,en,Coraline,51.146046999999996,2009-02-05,124596398,100.0
60000000,http://www.thehappeningmovie.com,8645,en,The Happening,20.501582,2008-06-11,163403799,91.0
70000000,,9509,en,Man on Fire,45.299089,2004-04-23,130293714,146.0
50000000,http://movies.disney.com/the-shaggy-dog-2006,10067,en,The Shaggy Dog,4.280619000000001,2006-03-09,61112916,98.0
60000000,,9384,en,Starsky & Hutch,28.848841999999998,2004-03-05,170268750,101.0
60000000,,9279,en,Jingle All the Way,22.501041,1996-11-15,129832389,89.0
66000000,http://www.sonypictures.com/homevideo/hellboy/,1487,en,Hellboy,47.479755,2004-04-02,99318987,122.0
70000000,,9422,en,A Civil Action,10.147321,1998-03-05,56702901,115.0
60000000,http://paranorman.com,77174,en,ParaNorman,39.539045,2012-08-03,107139399,90.0
60000000,,4824,en,The Jackal,19.747459,1997-11-14,159330280,124.0
60000000,,9620,en,Paycheck,29.018826,2003-12-25,96269812,119.0
60000000,,9302,en,Up Close & Personal,4.801849,1996-03-01,0,119.0
60000000,https://www.uphe.com/movies/the-tale-of-despereaux,10199,en,The Tale of Despereaux,16.493576,2008-12-19,50877145,93.0
0,,10771,en,The Tuxedo,21.549232,2002-09-27,0,98.0
60000000,,3512,en,Under Siege 2: Dark Territory,13.080725,1995-07-13,104324083,100.0
60000000,,137094,en,Jack Ryan: Shadow Recruit,42.538258,2014-01-15,50549107,105.0
60000000,http://www.foxmovies.com/movies/joy,274479,en,Joy,29.876507,2015-12-24,101134059,124.0
60000000,https://www.facebook.com/LondonHasFallenOfficial,267860,en,London Has Fallen,61.849520999999996,2016-03-02,205754447,99.0
70000000,,8078,en,Alien: Resurrection,37.44963,1997-11-12,162000000,109.0
61000000,http://www.shootermovie.com/,7485,en,Shooter,37.378081,2007-03-22,95696996,124.0
60000000,,170687,en,The Boxtrolls,30.656345,2014-09-10,108255770,97.0
75000000,,6435,en,Practical Magic,15.142701,1998-10-16,46683377,104.0
60000000,http://www.thelegomovie.com,137106,en,The Lego Movie,59.547928000000006,2014-02-06,469160692,100.0
0,,10040,en,Miss Congeniality 2: Armed and Fabulous,19.998581,2005-03-11,0,115.0
60000000,,6278,en,Reign of Fire,27.615108000000003,2002-07-12,43061982,101.0
60000000,http://gangstersquad.warnerbros.com/,82682,en,Gangster Squad,29.041197999999998,2013-01-10,105200903,113.0
60000000,,17610,en,Year One,25.293538,2009-06-18,62357900,97.0
60000000,http://invictusmovie.warnerbros.com,22954,en,Invictus,23.85119,2009-12-10,122233971,134.0
60000000,http://www.stateofplaymovie.net/,16995,en,State of Play,21.685719,2009-04-17,87784194,127.0
78146652,http://www.universalstudiosentertainment.com/duplicity/,16558,en,Duplicity,13.630049,2009-03-19,60000000,125.0
65000000,,9849,en,My Favorite Martian,6.80692,1999-02-11,36850101,94.0
60000000,,5820,en,The Sentinel,15.352807,2006-04-19,77920346,108.0
70000000,http://www.sonypictures.com/movies/planet51/,16866,en,Planet 51,23.661071,2009-11-19,104945765,91.0
60000000,,201,en,Star Trek: Nemesis,21.605532999999998,2002-12-13,67312826,117.0
60000000,,11775,en,Intolerable Cruelty,22.620125,2003-09-02,119940815,100.0
0,http://troublewiththecurve.warnerbros.com/,87825,en,Trouble with the Curve,18.587114,2012-09-21,0,111.0
80000000,,12201,en,Edge of Darkness,24.657931,2010-01-29,74901339,117.0
60000000,,11015,en,The Relic,12.621769,1997-01-10,33956608,110.0
60000000,,9932,en,Analyze That,21.08952,2002-12-06,55003135,96.0
60000000,http://www.righteouskill-themovie.com,13389,en,Righteous Kill,18.380176000000002,2008-09-11,73174566,101.0
60000000,,8838,en,Mercury Rising,18.877795000000003,1998-04-03,0,111.0
60000000,http://www.soloistmovie.com,17332,en,The Soloist,17.299332999999997,2009-04-24,31720158,109.0
80000000,,4958,en,The Legend of Bagger Vance,16.848899,2000-11-02,39459427,126.0
60000000,,786,en,Almost Famous,21.547446,2000-09-15,47383689,122.0
0,,9513,en,Garfield: A Tail of Two Kitties,16.930969,2006-06-15,141702264,78.0
60000000,http://www.sonypictures.com/movies/xxxstateoftheunion/,11679,en,xXx: State of the Union,36.689223,2005-04-27,71073932,101.0
60000000,http://www.priest-themovie.com/,38321,en,Priest,28.350927000000002,2011-05-05,78309131,87.0
60000000,http://sinbad-themovie.com/main.html,14411,en,Sinbad: Legend of the Seven Seas,18.815442,2003-07-02,26288320,86.0
60000000,,8413,en,Event Horizon,29.787135,1997-08-15,26673242,96.0
60000000,,10052,en,Dragonfly,8.927137,2002-02-22,52322400,104.0
50000000,,9676,en,The Black Dahlia,15.213484,2006-09-15,49111202,121.0
60000000,,9664,en,Flyboys,13.155999,2006-09-22,17800000,140.0
72000000,,2100,en,The Last Castle,15.433244,2001-10-19,27642707,131.0
90000000,,10384,en,Supernova,5.762037,2000-01-14,14828081,91.0
60000000,http://www.winterstalemovie.com/,137321,en,Winter's Tale,22.736038,2014-02-13,30800231,118.0
60000000,http://www.themortalinstrumentsmovie.com/,123553,en,The Mortal Instruments: City of Bones,45.514031,2013-08-21,90565421,130.0
60000000,http://www.meetdavemovie.com/,11260,en,Meet Dave,18.676291,2008-07-08,50650079,90.0
30000000,,9009,en,Dark Water,14.376463000000001,2005-06-27,25473093,105.0
80000000,,11374,en,Edtv,14.298297,1999-03-26,0,122.0
60000000,http://www.inkheartmovie.com/,2309,en,Inkheart,27.018886,2008-12-11,57490374,106.0
60000000,http://www.mycityscreams.com/,8285,en,The Spirit,14.84856,2008-12-25,39031337,103.0
60000000,http://mortdecaithemovie.com/,210860,en,Mortdecai,52.417528999999995,2015-01-21,30418560,106.0
60000000,http://www.inthenameoftheking.com/,2312,en,In the Name of the King: A Dungeon Siege Tale,15.406173,2007-11-29,0,127.0
35000000,,9839,en,Beyond Borders,6.523472,2003-10-23,0,127.0
68490000,http://themonkeykingmovie.com,381902,zh,西游记之孙悟空三打白骨精,4.7262900000000005,2016-01-22,193677158,120.0
80000000,,13922,en,The Great Raid,8.923214999999999,2005-08-12,10166502,132.0
58000000,http://www.foxmovies.com/movies/deadpool,293660,en,Deadpool,514.5699559999999,2016-02-09,783112979,108.0
60000000,,9713,en,Holy Man,9.265672,1998-10-08,0,114.0
58800000,http://www.americansnipermovie.com,190859,en,American Sniper,87.53437,2014-12-11,542307423,133.0
58000000,http://www.goosebumps-movie.com/,257445,en,Goosebumps,45.351617,2015-08-05,158162788,103.0
58000000,,9007,en,Just Like Heaven,13.43573,2005-09-16,102854431,95.0
83000000,http://www.vivarockvegas.com/,889,en,The Flintstones in Viva Rock Vegas,6.248309,2000-04-28,59468275,90.0
63000000,,1370,en,Rambo III,31.294717,1988-05-24,189015611,102.0
58000000,http://www.leatherheadsmovie.com/,4942,en,Leatherheads,7.739275999999999,2008-03-24,41299492,114.0
60000000,http://www.netflix.com/title/80039517,347969,en,The Ridiculous 6,19.694695,2015-12-11,0,119.0
58000000,,24438,en,Did You Hear About the Morgans?,14.403696,2009-12-17,85280250,103.0
58000000,http://www.theinternshipmovie.com/,116741,en,The Internship,1.551497,2013-06-07,44000000,119.0
60000000,http://www.sonypictures.com/movies/residentevilafterlife/site/,35791,en,Resident Evil: Afterlife,2.143764,2010-09-09,300228084,97.0
58000000,http://www.redtails2012.com/,72431,en,Red Tails,12.29603,2012-01-19,50365377,125.0
57000000,,1813,en,The Devil's Advocate,33.8473,1997-10-17,152944660,144.0
70000000,http://www.sonypictures.com/movies/thatsmyboy/,87428,en,That's My Boy,21.723897,2012-06-14,58058367,116.0
57000000,,8840,en,DragonHeart,31.791978999999998,1996-05-31,115267375,103.0
60000000,http://www.afterthesunset.com/,10589,en,After the Sunset,14.113066,2004-11-12,61347797,97.0
57000000,http://www.thespiritofvengeance.com/,71676,en,Ghost Rider: Spirit of Vengeance,48.622278,2011-12-10,149217355,95.0
57000000,http://movies.uip.de/corellismandoline/,1722,en,Captain Corelli's Mandolin,9.061866,2001-08-17,62112895,131.0
56000000,http://movies.disney.com/the-pacifier,10022,en,The Pacifier,35.4763,2005-03-04,113006880,95.0
56000000,,11358,en,Walking Tall,23.438398,2004-04-02,57223890,86.0
55000000,,13,en,Forrest Gump,138.133331,1994-07-06,677945399,142.0
60000000,http://www.chipmunks.com,6477,en,Alvin and the Chipmunks,47.336034000000005,2007-12-13,361366633,92.0
55000000,,1597,en,Meet the Parents,29.972240000000003,2000-10-06,330444045,108.0
55000000,,10530,en,Pocahontas,47.845589000000004,1995-06-14,346079773,81.0
55000000,,1924,en,Superman,48.507081,1978-12-13,300218018,143.0
54000000,,9327,en,The Nutty Professor,20.28119,1996-06-26,128769345,95.0
70000000,,8488,en,Hitch,34.576913,2005-02-10,368100420,118.0
55000000,,10603,en,George of the Jungle,22.573237,1997-07-15,0,92.0
55000000,,8273,en,American Wedding,36.194802,2003-08-01,231449203,103.0
55000000,http://www.captainphillipsmovie.com,109424,en,Captain Phillips,52.786917,2013-10-10,95000000,134.0
55000000,http://www.datenight-movie.com/,35056,en,Date Night,38.061679999999996,2010-04-08,152263880,97.0
50000000,,8839,en,Casper,19.830132,1995-05-26,287928194,100.0
55000000,,156022,en,The Equalizer,79.92205899999999,2014-09-24,192330738,132.0
55000000,http://www.sonypictures.com/movies/maidinmanhattan/,7303,en,Maid in Manhattan,19.738215,2002-12-13,154906693,105.0
53000000,,8963,en,Crimson Tide,20.334629,1995-05-12,157387195,116.0
55000000,http://www.sonypictures.com/homevideo/thepursuitofhappyness/,1402,en,The Pursuit of Happyness,80.581367,2006-12-14,307077295,117.0
55000000,,9315,en,Flightplan,32.05145,2005-09-22,223387299,98.0
55000000,,8984,en,Disclosure,15.064058,1994-12-09,214015089,123.0
55000000,,795,en,City of Angels,21.272734,1998-04-10,198685114,114.0
30000000,http://www.miramax.com/movie/kill-bill-volume-1/,24,en,Kill Bill: Vol. 1,79.75496600000001,2003-10-10,180949000,111.0
55000000,,11353,en,Bowfinger,13.191829,1999-08-12,0,97.0
30000000,,393,en,Kill Bill: Vol. 2,50.622607,2004-04-16,152159461,136.0
55000000,,9618,en,Tango & Cash,22.787667000000003,1989-12-22,63408614,104.0
55000000,,9374,en,Death Becomes Her,29.498303999999997,1992-07-30,149022650,104.0
55000000,,8584,en,Shanghai Noon,25.400935,2000-05-26,56932305,110.0
55000000,,2320,en,Executive Decision,17.231675,1996-03-15,121969216,133.0
55000000,http://www.popperspenguins.com/main.html,58224,en,Mr. Popper's Penguins,32.835777,2011-06-17,187361754,94.0
55000000,http://www.forbiddenkingdommovie.com/,1729,en,The Forbidden Kingdom,17.097041,2008-04-18,127906624,104.0
55000000,,175574,en,Free Birds,14.414937,2013-10-30,110000000,91.0
50000000,,8077,en,Alien³,45.856409,1992-05-22,159773545,114.0
55000000,http://en.wikipedia.org/wiki/Evita_(film),8818,en,Evita,7.027139,1996-12-14,141047179,134.0
55000000,,8195,en,Ronin,32.657488,1998-09-25,41610884,122.0
50000000,,10586,en,The Ghost and the Darkness,12.46525,1996-10-11,75000000,109.0
55000000,http://www.paddington.com/,116149,en,Paddington,39.882276,2014-11-27,259207227,95.0
68000000,,80035,en,The Watch,39.395881,2012-07-26,68267862,98.0
55000000,,10632,en,The Hunted,8.634953999999999,2003-03-11,34234008,94.0
80000000,,12117,en,Instinct,7.386394,1999-06-04,0,126.0
55000000,,1792,en,Stuck on You,8.802525,2003-12-10,33828318,118.0
0,http://newline.com/properties/semipro.html,13260,en,Semi-Pro,10.449975,2008-02-28,33472850,91.0
60000000,,72197,en,The Pirates! In an Adventure with Scientists!,23.700758999999998,2012-03-12,118338361,88.0
55000000,http://www.changelingmovie.net,3580,en,Changeling,27.509159999999998,2008-01-30,113020255,141.0
50000000,,12123,en,Chain Reaction,20.588620000000002,1996-08-02,60209334,107.0
55000000,,9566,en,The Fan,4.3664879999999995,1996-08-15,18626419,116.0
70000000,,9833,en,The Phantom of the Opera,18.927463,2004-12-08,154648887,143.0
55000000,,4517,en,Elizabeth: The Golden Age,15.274137,2007-09-09,74237563,114.0
62000000,,8202,en,Æon Flux,29.954302000000002,2005-11-30,52304001,93.0
56000000,,16072,en,Gods and Generals,4.362535,2003-02-21,12923936,214.0
55000000,,34314,en,Turbulence,4.700024,1997-01-09,11466088,100.0
55000000,http://www.imaginethatmovie.com/,19724,en,Imagine That,12.340384,2009-06-19,0,107.0
50000000,,145220,en,Muppets Most Wanted,14.808304000000001,2014-03-20,80383290,112.0
57000000,http://www.thunderbirdsmovie.com,14623,en,Thunderbirds,9.27875,2004-07-23,28283637,95.0
55000000,http://www.burlesquethemovie.com/,42297,en,Burlesque,22.863516,2010-11-23,89519773,119.0
47000000,,2841,fr,Un long dimanche de fiançailles,23.05451,2004-10-26,0,133.0
2000000,,802,en,Lolita,23.962108999999998,1962-06-13,9250000,153.0
55000000,,10375,en,D-Tox,12.669777999999999,2002-01-04,6416302,96.0
54000000,http://www.warnerbros.com/blade-ii,36586,en,Blade II,67.16958699999999,2002-03-22,155010032,117.0
55000000,http://www.sonypictures.com/movies/sevenpounds/,11321,en,Seven Pounds,41.472404,2008-12-18,168167691,123.0
55000000,,70074,en,Bullet to the Head,22.503935000000002,2013-01-31,9489829,92.0
54000000,http://www.imdb.com/title/tt0099674/,242,en,The Godfather: Part III,59.194915,1990-12-24,136766062,162.0
57000000,,9621,en,Elizabethtown,22.894898,2005-10-06,52034889,123.0
54000000,http://www.youmeanddupree.com/,1819,en,"You, Me and Dupree",18.600367000000002,2006-07-14,130431368,108.0
54000000,,8536,en,Superman II,30.515175,1980-12-04,190458706,127.0
54000000,http://www.sonypictures.com/homevideo/catalog/catalogDetail_DVD043396087576.html,8046,en,Gigli,9.053456,2003-08-01,7266209,121.0
55000000,http://www.sonypictures.com/homevideo/allthekingsmen/,1717,en,All the King's Men,7.768223,2006-09-10,9450897,125.0
46000000,,479,en,Shaft,19.643365,2000-06-15,107196498,99.0
53000000,,9444,en,Anastasia,45.565917999999996,1997-11-20,139804348,94.0
52500000,,824,en,Moulin Rouge!,57.374341,2001-03-09,179213434,127.0
75000000,,11456,en,Domestic Disturbance,8.418560000000001,2001-10-30,54249294,89.0
53000000,,261023,en,Black Mass,46.049902,2015-09-04,98837872,122.0
90000000,,3683,en,Flags of Our Fathers,23.9366,2006-10-18,65900249,132.0
53000000,,22803,en,Law Abiding Citizen,49.593978,2009-10-15,126690726,109.0
67000000,,285923,en,Grindhouse,16.637642,2007-04-06,25037897,191.0
0,,39437,en,Beloved,1.453765,1998-10-16,0,172.0
0,http://luckyyoumovie.warnerbros.com/,1950,en,Lucky You,6.162872,2007-05-01,5761917,124.0
52000000,https://www.facebook.com/CatchMeIfYouCanMovie,640,en,Catch Me If You Can,73.94404899999999,2002-12-25,352114312,141.0
40000000,http://www.zerodarkthirty-movie.com/site/,97630,en,Zero Dark Thirty,38.306954,2012-12-19,132820716,157.0
52000000,https://www.uphe.com/movies/the-break-up,9767,en,The Break-Up,26.251216999999997,2006-06-01,204999686,106.0
52000000,,11631,en,Mamma Mia!,30.780599,2008-07-03,609841637,108.0
52000000,http://www.valentinesdaymovie.com/,32856,en,Valentine's Day,25.41929,2010-02-10,216485654,125.0
50000000,http://www.warnerbros.com/dukes-hazzard/index_splash,6519,en,The Dukes of Hazzard,15.982120000000002,2005-08-05,110803676,104.0
52000000,,8741,en,The Thin Red Line,40.072583,1998-12-25,98126565,170.0
52000000,http://www.thechangeupmovie.com/,49520,en,The Change-Up,32.015477000000004,2011-08-05,75450437,112.0
82000000,http://www.universalpictures.com/manonthemoon/,1850,en,Man on the Moon,24.444186,1999-12-22,47434430,118.0
52000000,,524,en,Casino,40.06688,1995-11-22,116112375,178.0
52000000,http://www.frompariswithlovefilm.com/,26389,en,From Paris with Love,27.916284,2010-02-05,52826594,92.0
52000000,,11817,en,Bulletproof Monk,15.207070000000002,2003-03-28,0,104.0
51000000,,2123,en,"Me, Myself & Irene",39.001682,2000-06-22,149270999,116.0
51000000,,9907,en,Barnyard,10.430832,2006-08-04,72779000,90.0
0,,9969,en,Deck the Halls,5.952527,2006-11-22,47231070,93.0
50000000,http://www.twilightthemovie.com/,18239,en,The Twilight Saga: New Moon,94.815867,2009-03-15,709827462,130.0
60000000,http://www.shrek.com/,808,en,Shrek,67.298732,2001-05-16,484409218,90.0
50200000,http://www.theadjustmentbureau.com/,38050,en,The Adjustment Bureau,26.60772,2011-03-03,127869379,106.0
48000000,,8367,en,Robin Hood: Prince of Thieves,28.803728999999997,1991-06-14,390493908,143.0
50000000,,9390,en,Jerry Maguire,27.039635999999998,1996-12-06,273552592,139.0
50000000,http://www.tedisreal.com/,72105,en,Ted,68.87691,2012-06-29,549368315,106.0
50000000,,2898,en,As Good as It Gets,37.885022,1997-12-19,314178011,139.0
50000000,,10312,en,Patch Adams,35.537397,1998-12-25,202292902,115.0
50000000,,109443,en,Anchorman 2: The Legend Continues,38.125008,2013-12-18,173649015,119.0
50000000,,2022,en,Mr. Deeds,18.121404000000002,2002-06-28,171269535,96.0
50000000,http://www.super8-movie.com/,37686,en,Super 8,37.069253,2011-06-08,260095987,112.0
52000000,http://www.brockovich.com/movie.html,462,en,Erin Brockovich,30.347332,2000-03-17,256271286,131.0
50000000,,9919,en,How to Lose a Guy in 10 Days,23.854701000000002,2003-02-07,177371441,116.0
50000000,http://www.22jumpstreetmovie.com,187017,en,22 Jump Street,52.380982,2014-06-05,188441614,112.0
60000000,,628,en,Interview with the Vampire,50.163785,1994-11-11,223664608,123.0
70000000,,10201,en,Yes Man,43.849351,2008-12-09,225990978,104.0
50000000,http://www.centralintelligencemovie.com/,302699,en,Central Intelligence,45.318703,2016-06-15,216972543,107.0
0,,9441,en,Stepmom,16.368282999999998,1998-12-25,0,124.0
50000000,http://daddyshomemovie.tumblr.com/,274167,en,Daddy's Home,38.616744,2015-12-25,242786137,96.0
50000000,http://movies.disney.com/into-the-woods/,224141,en,Into the Woods,65.90160999999999,2014-12-25,212902372,125.0
45000000,http://theinsideman.net,388,en,Inside Man,45.220386,2006-03-23,184376254,129.0
90000000,,2112,en,Payback,17.457947,1999-02-05,161626121,100.0
50000000,,10329,en,Congo,10.755847,1995-06-09,152022101,109.0
